LotArea,OverallCond,BedroomAbvGr,Fireplaces,GarageCars,SalePrice,SaleCondition
11475,5,4,0,3,110000,Abnorml
6240,5,2,0,2,103000,Normal
5389,5,2,1,2,236500,Normal
9590,5,3,1,2,187500,Normal
11404,5,3,1,2,222500,Normal
10000,6,3,1,1,131400,Normal
8978,5,3,0,1,108000,Family
10800,7,2,2,2,163000,Normal
8544,4,2,0,2,93500,Normal
10463,5,3,1,3,239900,Normal
10800,5,3,0,0,179000,Alloca
9313,5,3,0,2,190000,Normal
9600,7,2,0,2,132000,Abnorml
6768,8,3,0,1,142000,Normal
8450,5,3,0,2,179000,Normal
12886,6,3,1,2,175000,Normal
5395,5,2,1,2,180000,Normal
8963,9,4,2,2,299800,Normal
8795,5,4,1,2,236000,Normal
11700,7,4,1,4,265979,Normal
10593,5,3,1,2,260400,Normal
8405,3,4,0,1,98000,Normal
8800,7,3,0,0,96500,Normal
7750,5,3,0,2,162000,Normal
9236,5,3,0,2,217000,Normal
10240,5,3,1,3,275500,Normal
7930,8,3,0,2,156000,Normal
3230,5,3,0,2,172500,Normal
10769,5,3,0,2,212000,Normal
11616,5,3,1,2,158900,Abnorml
2280,5,3,0,2,179400,Normal
12257,5,4,1,3,290000,Normal
9100,6,2,0,1,127500,Normal
6911,5,2,0,2,100000,Normal
8640,5,3,0,2,215200,Normal
9430,5,3,1,3,337000,Normal
9549,5,2,1,2,270000,Normal
14587,5,2,1,2,264132,Partial
10421,5,3,1,2,196500,Normal
12508,7,4,0,1,160000,Normal
9100,5,3,1,2,216837,Normal
53504,5,4,1,3,538000,Normal
7252,5,2,0,2,134900,Normal
8877,5,2,0,2,102000,Normal
7819,5,3,1,2,107000,Abnorml
10150,5,2,0,1,114500,Normal
14226,5,3,1,3,395000,Partial
4500,5,2,0,2,162000,Normal
11210,5,3,0,3,221500,Partial
13350,5,3,1,2,142500,Normal
8400,5,4,2,2,144000,Normal
10530,5,2,0,2,135000,Normal
7875,5,3,1,2,176000,Normal
7153,5,3,0,2,175900,Normal
16285,5,3,0,2,187100,Normal
9101,6,1,1,2,165500,Normal
6300,6,3,1,0,128000,Normal
9790,5,3,1,2,161500,Normal
10800,6,4,0,1,139000,Normal
10142,5,4,0,2,233000,Normal
6000,7,2,0,1,107900,Normal
12205,8,5,0,2,187500,Normal
3182,5,2,1,2,160200,Normal
11333,5,3,2,2,146800,Normal
9920,5,3,1,2,269790,Normal
9158,5,3,0,2,225000,Partial
10832,5,3,1,2,194500,Normal
8400,6,3,1,2,171000,Normal
8197,5,3,1,2,143500,Normal
7677,5,2,0,1,110000,Abnorml
13518,5,4,2,3,485000,Partial
7200,7,3,2,1,175000,Normal
12798,5,4,0,2,200000,Normal
4800,7,2,0,2,109900,Normal
8199,5,3,1,2,189000,Normal
13891,5,4,1,3,582933,Partial
9000,5,2,0,1,118000,Family
12274,5,3,0,2,227680,Partial
9750,5,3,0,1,135500,Normal
21384,6,3,1,2,223500,Normal
13400,5,3,1,2,159950,Normal
8100,5,2,0,2,106000,Normal
10140,6,3,1,2,181000,Normal
4438,5,1,1,2,144500,Normal
8712,5,2,0,2,55993,Alloca
9750,6,4,0,1,157900,Normal
8248,7,3,0,1,116000,Normal
12137,5,3,0,2,224900,Normal
11425,6,2,1,1,137000,Normal
13265,5,3,2,3,271000,Normal
8816,7,3,0,2,155000,Normal
6371,5,2,1,2,224000,Partial
7226,5,3,0,2,183000,Normal
6000,4,2,0,2,93000,Normal
12394,5,3,1,2,225000,Family
9900,7,3,1,1,139500,Normal
11216,5,3,1,2,232600,Partial
14803,5,2,1,3,385000,Partial
6130,6,2,0,0,109500,Normal
8529,5,3,1,2,189000,Normal
28698,5,3,0,2,185000,Abnorml
2544,5,2,0,2,147400,Normal
11900,5,3,2,2,166000,Normal
3180,5,2,0,2,151000,Normal
9548,6,3,1,2,237000,Normal
10004,6,3,0,2,167000,Normal
7875,6,3,0,2,139950,Normal
9600,7,2,0,2,128000,Normal
8100,6,2,0,2,153500,Normal
1680,5,2,0,1,100000,Normal
9525,6,3,0,1,144000,Normal
11767,6,3,0,1,130500,Normal
12155,8,4,0,1,140000,Normal
10440,8,3,1,2,157500,Normal
9020,7,3,0,2,174900,Normal
8000,4,6,0,0,141000,Normal
12665,8,4,1,3,153900,Normal
16647,5,3,2,2,171000,Normal
9317,5,3,1,2,213000,Normal
15523,6,3,1,1,133500,Normal
45600,8,5,1,2,240000,Normal
9600,7,3,1,2,187000,Normal
4435,5,1,0,2,131500,Normal
3196,5,2,1,2,215000,Normal
7128,5,4,2,1,164000,Normal
12095,6,3,1,2,158000,Normal
17920,4,3,1,2,170000,Abnorml
6897,8,3,0,1,127000,Normal
10970,6,3,0,2,147000,Normal
8125,5,3,1,2,174000,Normal
10400,5,3,1,2,152000,Family
11029,7,4,1,2,250000,Normal
7642,8,3,1,1,189950,Normal
11625,4,3,0,2,131500,Normal
9672,5,3,0,2,152000,Normal
7931,5,3,0,1,132500,Normal
8640,5,3,0,2,250580,Partial
8750,6,3,0,2,148500,Normal
10656,5,3,1,3,248900,Partial
6970,5,3,0,2,129000,Normal
14762,6,2,1,2,169000,Normal
9938,5,3,1,2,236000,Normal
6600,5,2,0,1,109500,Normal
8750,5,3,0,2,200500,Normal
8892,7,3,0,2,116000,Normal
12144,7,3,1,1,133000,Normal
5720,6,3,0,1,66500,Abnorml
9000,5,4,1,2,303477,Partial
25286,5,3,0,2,132250,Normal
8834,5,4,1,3,350000,Normal
11782,7,3,0,2,148000,Normal
7000,8,3,0,1,136500,Normal
7024,5,2,0,2,157000,Normal
13758,5,3,1,2,187500,Normal
9636,5,3,1,2,178000,Normal
6204,5,5,0,1,118500,Normal
7150,5,3,0,1,100000,Normal
5119,5,2,1,2,328900,Abnorml
8393,5,4,0,2,145000,Family
16466,7,3,0,1,135500,Normal
15865,6,4,1,2,268000,Normal
12160,4,2,1,2,149500,Normal
8064,7,3,1,2,122900,Normal
11184,5,3,1,2,172500,Normal
8414,8,3,0,1,154500,Normal
13284,5,3,1,1,165000,Normal
7018,5,4,0,2,118858,Alloca
7056,5,4,1,2,140000,Normal
8765,6,2,0,1,106500,Abnorml
7018,5,6,0,2,142953,Alloca
12919,5,2,2,3,611657,Partial
6993,7,3,1,1,135000,Normal
7340,6,2,0,1,110000,Normal
8712,7,2,0,1,153000,Normal
7875,5,3,1,2,180000,Normal
14859,5,3,1,3,240000,Partial
6173,6,3,0,1,125500,Normal
9920,5,3,0,1,128000,Normal
13501,5,3,1,3,255000,Normal
11500,7,3,1,1,250000,Normal
8885,5,2,0,2,131000,Normal
12589,5,3,1,2,174000,Normal
11600,5,5,0,2,154300,Normal
9286,7,3,0,1,143500,Normal
6120,7,3,0,1,88000,Abnorml
6270,6,4,0,3,145000,Normal
3000,5,2,0,2,173733,Partial
2001,5,3,0,1,75000,Normal
9000,3,1,0,1,35311,Abnorml
17140,6,3,0,1,135000,Normal
13125,5,4,1,3,238000,Normal
11029,8,3,1,2,176500,Normal
8462,5,3,0,2,201000,Normal
8777,7,4,0,0,145900,Normal
10237,5,3,1,2,169990,Partial
8012,5,2,1,2,193000,Normal
10240,6,3,1,2,207500,Normal
15611,6,3,0,2,175000,Abnorml
11999,5,4,1,3,285000,Normal
9900,5,4,1,2,176000,Normal
11838,5,3,1,2,236500,Normal
13006,5,4,1,2,222000,Normal
8925,5,3,0,3,201000,Normal
9100,6,2,0,1,117500,Normal
11670,5,3,1,3,320000,Normal
8487,5,3,0,2,190000,Normal
27650,7,4,1,2,242000,Normal
5825,5,1,0,2,79900,Normal
10083,5,2,0,2,184900,Normal
9675,5,3,1,2,253000,Normal
8760,5,3,0,3,239799,Partial
24090,7,4,2,1,244400,Normal
12640,5,4,0,2,150900,Normal
8755,5,3,1,2,214000,Normal
7711,3,4,0,0,150000,Abnorml
25000,4,4,0,2,143000,Normal
14375,6,3,1,2,137500,Abnorml
8820,6,2,0,2,124900,Normal
8163,6,3,1,1,143000,Normal
14536,5,3,1,3,270000,Normal
14006,5,3,1,2,192500,Normal
9360,7,3,1,2,197500,Normal
7200,8,3,0,2,129000,Normal
7800,5,3,0,1,119900,Abnorml
7200,8,2,0,1,133900,Normal
11075,4,4,1,2,172000,Normal
9400,5,4,0,0,127500,AdjLand
7136,6,4,0,2,145000,Normal
1300,6,2,1,2,124000,Normal
7420,5,3,0,2,132000,Normal
8450,5,3,0,2,185000,Normal
2572,5,3,0,2,155000,Normal
7207,7,2,0,0,116500,Normal
12227,7,4,1,2,272000,Normal
2308,6,3,1,2,155000,Normal
11923,5,2,0,2,239000,Normal
11316,5,4,1,2,214900,Normal
10237,5,3,1,2,178900,Partial
9600,7,2,2,1,160000,Normal
7390,7,3,0,1,135000,Normal
5925,6,2,0,0,37900,Abnorml
10382,5,2,0,1,140000,Normal
10800,4,4,0,0,135000,Abnorml
2268,5,2,0,2,173000,Normal
7892,5,2,1,1,99500,Normal
11639,5,3,0,2,182000,Partial
11414,8,3,0,2,167500,Normal
2651,5,3,0,2,165000,Normal
5900,7,2,0,0,85500,Normal
4274,5,1,0,2,199900,Partial
9450,5,3,0,2,110000,Abnorml
8816,6,3,0,2,139000,Normal
12122,9,3,0,2,178400,Normal
12203,5,4,1,3,336000,Normal
3182,5,2,1,2,159895,Normal
11250,5,4,1,2,255900,Normal
10125,5,4,0,2,126000,Normal
10880,5,3,0,1,125000,Normal
5310,8,2,0,1,117000,Normal
10159,5,3,1,3,395192,Partial
12046,6,4,1,2,195000,Normal
8125,5,3,0,2,197000,Partial
9452,5,3,1,3,348000,Normal
17671,9,4,1,2,168000,Normal
9760,8,3,1,2,187000,Normal
8846,5,3,0,2,173900,Partial
12456,5,3,1,3,337500,Normal
4712,7,3,0,1,121600,Abnorml
10659,6,3,0,1,136500,Normal
11717,6,2,1,2,185000,Normal
9786,4,3,1,1,91000,Normal
6762,5,2,0,2,206000,Normal
10206,3,2,0,2,82000,Normal
5400,6,2,0,1,86000,Abnorml
11957,5,3,1,3,232000,Normal
11500,6,4,0,2,136905,Normal
3182,5,1,1,2,181000,Normal
8385,8,3,0,1,149900,Normal
12155,3,3,1,2,163500,Normal
2217,4,3,0,1,88000,Normal
12118,5,3,1,2,240000,Normal
6000,5,4,0,0,102000,Normal
21286,5,4,1,1,135000,Normal
9825,5,4,0,0,100000,Normal
10592,7,3,2,1,165000,Normal
7200,4,2,0,1,85000,Normal
11664,5,2,1,1,119200,Normal
8400,6,3,0,2,227000,Normal
11883,5,3,1,2,203000,Normal
5814,5,1,1,2,187500,Abnorml
10784,5,3,1,2,160000,Normal
3013,5,2,1,2,213490,Normal
7024,5,2,0,2,176000,Normal
7406,5,2,0,2,194000,Partial
9439,5,2,0,1,87000,Normal
3182,5,2,1,2,191000,Normal
15498,6,2,1,2,287000,Abnorml
7700,5,3,0,2,112500,Normal
9300,5,3,2,2,167500,Normal
9520,5,3,1,3,293077,Partial
9492,5,3,1,1,105000,Normal
1680,7,3,0,1,118000,Normal
7082,8,5,0,0,160000,Normal
15863,3,5,2,2,197000,Normal
14541,7,5,1,3,310000,Abnorml
8125,5,3,0,3,230000,Normal
6305,7,2,1,1,119750,Normal
11500,3,3,0,1,84000,Normal
12898,5,2,1,3,315500,Normal
9240,5,3,1,2,287000,Normal
1533,6,3,1,0,97000,Normal
1477,4,1,0,1,80000,Normal
13125,4,3,1,2,155000,Normal
9130,8,4,0,2,173000,Normal
5381,5,1,1,2,196000,Normal
11839,5,4,1,2,262280,Normal
9600,5,4,1,2,278000,Normal
13680,5,4,1,2,139600,Normal
16056,5,4,1,3,556581,Partial
9245,5,3,0,2,145000,Normal
21750,4,3,1,2,115000,Normal
11100,7,2,0,1,84900,Abnorml
8993,5,3,0,2,176485,Partial
11175,5,3,1,2,200141,Partial
9500,6,4,1,2,165000,Normal
8562,6,4,1,1,144500,Normal
11367,5,3,1,2,255000,Normal
11361,5,3,1,2,180000,Abnorml
7052,5,2,1,2,185850,Normal
29959,6,3,1,2,248000,Normal
11308,5,3,1,3,335000,Normal
11275,7,3,1,2,220000,Normal
4920,5,2,0,2,213500,Normal
18000,4,2,0,3,81000,Normal
13600,5,5,0,2,90000,Normal
6000,6,2,1,2,110500,Normal
11000,6,3,1,2,154000,Normal
14000,5,3,0,2,328000,Normal
7837,7,3,1,2,178000,Normal
9760,6,4,0,2,167900,Normal
3964,4,5,1,2,151400,Normal
9600,7,2,0,2,135000,Normal
10152,5,3,0,1,135000,Normal
11700,6,4,0,2,154000,Normal
7585,3,4,1,1,91500,Normal
7950,6,3,0,2,159500,Normal
8556,5,2,0,3,194000,Normal
13125,6,3,2,1,219500,Normal
10800,8,3,1,2,170000,Normal
15870,5,3,0,1,138800,Abnorml
4435,5,1,1,2,155900,Normal
8775,5,3,0,1,126000,Normal
11040,7,3,0,2,145000,Abnorml
7500,5,3,0,1,133000,Normal
8749,5,3,1,2,192000,Normal
8800,6,3,2,1,160000,Normal
13031,5,3,1,2,187500,Normal
9069,6,2,0,2,147000,Normal
1974,5,3,0,1,83500,Normal
10574,5,3,1,3,252000,Normal
2522,5,3,0,2,137500,Normal
3316,5,1,1,2,197000,Normal
8544,4,2,0,2,92900,Normal
2160,5,2,0,2,160000,Normal
8400,5,4,1,2,136500,Normal
9230,8,1,0,2,146000,Normal
5868,7,2,0,1,129000,Normal
9317,5,3,1,2,176432,Normal
6882,7,3,0,0,127000,Normal
3696,5,2,0,2,170000,Normal
6000,6,3,0,1,128000,Normal
11880,5,3,1,2,157000,Abnorml
8400,5,1,0,1,60000,Normal
9758,5,3,0,1,119500,Normal
7000,7,2,0,1,135000,Family
8910,6,3,1,2,159500,Normal
2016,5,3,0,2,106000,Normal
12256,5,3,2,2,325000,Normal
10357,5,3,1,2,179900,Normal
23257,5,3,1,2,274725,Partial
8063,5,3,1,2,181000,Abnorml
11362,5,3,1,3,280000,Normal
8000,5,3,1,2,188000,Normal
10480,6,4,1,2,205000,Normal
7100,7,2,0,1,129900,Normal
8923,7,2,0,1,134500,Normal
5400,7,2,0,1,117000,Normal
12085,5,3,1,3,318000,Partial
7750,5,3,1,2,184100,Normal
9764,7,3,0,2,130000,Normal
13825,6,3,0,1,140000,Normal
7560,5,3,0,1,133700,Normal
8263,5,2,1,1,118400,Normal
10084,5,3,0,3,212900,Partial
8926,3,3,0,1,112000,Abnorml
9405,9,2,0,0,118000,Normal
9125,5,3,1,2,163900,Normal
10434,5,2,1,2,115000,Normal
3684,5,2,1,3,174000,Normal
14572,5,3,1,3,259000,Family
11796,5,4,1,2,215000,Normal
7200,5,2,0,2,140000,Normal
7804,3,4,2,2,135000,Normal
10712,5,3,0,0,93500,Abnorml
9900,4,5,0,1,117500,Normal
9828,5,3,1,2,239500,Normal
8773,5,3,1,2,169000,Normal
6180,5,2,1,1,102000,Normal
9600,5,3,0,1,119000,Abnorml
6342,8,2,0,0,94000,Normal
9819,5,2,2,2,196000,Normal
8731,5,3,1,2,144000,Normal
7350,7,2,0,2,139000,Abnorml
10304,7,4,1,2,197500,Normal
9965,5,4,1,3,424870,Partial
9000,3,3,0,0,80000,Normal
12180,4,2,0,1,80000,Normal
6240,6,3,1,1,149000,Family
11200,5,3,1,2,180000,Normal
12000,7,3,1,1,174500,Normal
5700,7,2,1,1,116900,Normal
9000,9,3,0,2,143000,Normal
8280,5,2,1,1,124000,Normal
17755,4,3,2,2,149900,Normal
14115,7,2,1,2,230000,Abnorml
5890,8,2,0,1,120500,Normal
13700,6,4,2,2,201800,Normal
10768,8,3,1,2,218000,Normal
9350,8,3,1,2,179900,Normal
5001,5,2,1,2,230000,Normal
11932,5,3,0,3,235128,Partial
9120,6,4,1,2,185000,Normal
2280,5,3,1,2,146000,Normal
14778,7,3,1,2,224000,Normal
8724,5,3,1,2,129000,Normal
12900,4,0,0,2,108959,Alloca
16157,7,2,1,2,194000,Normal
9541,5,3,0,2,233170,Partial
10475,5,3,0,3,245350,Normal
10852,5,3,1,2,173000,Normal
13728,7,4,2,2,235000,Normal
35760,5,4,1,3,625000,Normal
9880,6,3,1,1,171000,Normal
9120,6,3,1,2,163000,Normal
4017,5,2,0,2,171900,Normal
18030,6,3,1,0,200500,Normal
16560,8,4,1,2,239000,Normal
10678,5,4,1,2,285000,Normal
6951,5,3,0,1,119500,Normal
3950,8,3,0,1,115000,Normal
7681,6,3,1,1,154900,Normal
8335,5,3,1,0,93000,Normal
11170,5,4,0,2,250000,Normal
5587,5,2,1,2,392500,Partial
15623,5,4,2,3,745000,Abnorml
10800,6,2,1,2,120000,Normal
35133,4,3,2,3,186700,Normal
9738,7,4,0,1,104900,Normal
10615,5,3,0,2,95000,Abnorml
12461,5,2,1,3,262000,Normal
8935,5,3,0,2,195000,Normal
7500,5,3,1,2,189000,Normal
32463,4,3,1,4,168000,Normal
2645,5,2,0,2,174000,Normal
9600,8,3,0,1,125000,Normal
4500,5,2,0,2,165000,Normal
9364,7,4,0,1,158000,Normal
8029,5,3,0,2,176000,Normal
14054,5,4,1,3,219210,Partial
8850,6,3,1,1,144000,Normal
9100,5,3,0,2,178000,Normal
11235,5,3,1,2,148000,Normal
9353,5,3,0,1,116050,Abnorml
10400,5,3,0,2,197900,Normal
6000,8,3,1,1,117000,Normal
9750,5,3,1,2,213000,Normal
10140,6,3,0,2,153500,Normal
14684,7,3,1,3,271900,Normal
8900,4,2,0,1,107000,Normal
9135,5,3,0,2,200000,Normal
7763,7,3,0,2,140000,Normal
10182,5,3,1,2,290000,Partial
11218,5,3,1,2,189000,Normal
12134,7,4,0,2,164000,Normal
9340,6,2,0,1,113000,Normal
10246,9,0,0,1,145000,Normal
10205,5,3,0,1,134500,Normal
7094,5,3,0,1,125000,Normal
8930,5,4,0,2,112000,Normal
8640,5,3,0,2,229456,Partial
6240,5,2,0,0,80500,Normal
1680,5,3,0,0,91500,Abnorml
7800,5,2,0,1,115000,Abnorml
8250,5,3,1,1,134000,Normal
10496,6,3,1,1,143000,Normal
10680,3,4,0,2,137900,Normal
15384,5,3,1,2,184000,Normal
10482,8,3,0,1,145000,Normal
14598,5,4,1,3,214000,Normal
8872,8,2,0,2,147000,Normal
8769,5,1,1,3,367294,Partial
7910,5,4,0,1,127000,Normal
18890,5,4,1,2,190000,Normal
7728,6,3,0,2,132500,Normal
9842,5,2,0,2,101800,Normal
12160,5,3,0,2,142000,Abnorml
8525,6,4,0,0,130000,Abnorml
13132,5,4,0,1,138887,Normal
2628,5,2,0,2,175500,Normal
12393,5,4,1,2,195000,Normal
13072,5,3,0,2,142500,Abnorml
9037,5,2,1,2,265900,Normal
8158,5,3,0,2,224900,Normal
9849,6,3,0,3,248328,Partial
10625,6,3,2,2,170000,Family
13891,5,2,1,3,465000,Partial
11435,7,3,2,2,230000,Normal
12090,7,3,1,2,178000,Abnorml
8125,5,3,0,2,186500,Partial
12328,5,3,0,3,169900,Normal
9600,5,3,1,2,129500,Normal
7200,7,3,0,1,119000,Normal
11160,5,3,2,2,244000,Normal
3136,5,2,1,2,171750,Normal
9858,6,3,0,1,130000,Normal
17542,7,3,2,2,294000,Normal
6931,5,3,1,2,165400,Normal
6240,6,3,1,1,127500,Normal
14303,5,2,1,2,301500,Normal
4060,8,2,0,0,99900,Normal
9587,5,2,0,2,190000,Normal
9750,8,3,0,2,151000,Normal
24682,5,3,1,2,181000,Normal
9600,6,2,0,1,128900,Normal
11250,5,5,2,1,161500,Normal
13515,6,3,1,2,180500,Normal
4060,5,2,0,2,181000,Abnorml
3735,5,3,0,2,183900,Normal
10120,4,4,1,1,122000,Normal
13214,5,3,1,3,378500,Normal
14100,9,4,2,3,381000,Normal
11344,5,3,0,1,144000,Normal
23595,6,0,1,2,260000,Normal
9156,7,3,1,2,185750,Normal
13526,6,3,0,1,137000,Normal
11512,7,2,1,1,177000,Normal
5362,6,3,1,2,139000,Normal
11345,5,4,0,2,137000,Normal
12936,6,3,1,2,162000,Normal
17871,5,3,1,2,197900,Normal
9473,5,3,1,2,237000,Normal
7500,4,2,0,2,68400,Abnorml
9808,5,3,0,2,227000,Normal
8049,5,2,1,2,180000,Normal
8800,7,3,0,2,150500,Normal
9400,5,4,0,0,139000,Normal
9638,7,4,1,1,169000,Normal
6000,6,4,1,1,132500,Normal
9790,5,3,2,2,143000,Normal
36500,5,4,0,2,190000,Normal
5664,5,2,1,2,278000,Normal
11065,5,3,1,3,281000,Partial
14112,7,3,1,2,180500,Normal
1680,7,3,0,1,119500,Normal
6600,4,4,0,1,107500,Normal
10140,5,4,1,2,162900,Normal
8172,7,2,0,2,115000,Normal
8400,5,3,0,1,138500,Normal
8700,6,3,0,2,155000,Normal
3675,5,2,0,2,140000,Partial
63887,5,3,3,2,160000,Partial
7500,7,3,0,1,154000,Normal
10762,5,3,1,2,225000,Normal
7500,7,3,2,1,177500,Normal
10120,5,4,1,3,290000,Normal
8688,5,3,0,3,232000,Normal
3363,5,3,0,2,130000,Normal
13173,5,2,2,2,325000,Normal
6955,5,2,1,2,202500,Partial
8072,5,3,0,2,138000,Normal
12000,7,2,0,2,147000,Normal
7153,5,3,0,2,179200,Normal
17500,8,3,2,2,335000,Normal
8814,5,3,0,2,203000,Partial
9572,5,4,1,2,302000,Normal
14774,5,4,1,3,333168,Normal
8190,6,3,1,1,119000,Normal
11075,5,4,2,2,206900,Normal
10226,5,3,1,3,295493,Normal
4230,5,2,1,2,208900,Partial
14781,5,3,1,3,275000,Normal
10215,5,3,0,1,111000,Normal
8400,3,3,2,2,156500,Normal
6627,6,2,0,1,72500,Normal
10186,5,3,1,2,190000,Normal
5330,7,2,0,0,82500,Normal
9986,5,2,1,3,147000,Partial
3636,4,2,0,0,55000,Normal
4270,6,3,0,0,79000,Normal
6600,9,3,1,1,130500,Normal
10440,7,5,2,2,256000,Normal
9084,5,3,1,2,176500,Normal
10000,5,3,1,3,227000,Normal
10780,5,3,0,2,132500,Normal
8877,6,2,1,1,100000,Normal
7200,6,2,0,1,125500,Normal
2368,6,3,0,2,125000,Normal
9650,5,2,1,2,167900,Normal
9246,5,4,0,2,135000,Normal
4118,4,2,0,0,52500,Normal
13450,5,3,0,2,200000,Normal
9560,7,3,0,1,128500,Normal
8294,5,3,0,4,123000,Normal
13695,5,3,0,2,155000,Normal
9375,5,3,1,2,228500,Normal
7558,6,3,1,2,177000,Normal
11103,5,3,1,2,155835,Partial
6000,4,2,0,1,108500,Normal
20781,7,3,1,2,262500,Normal
15306,5,3,1,3,283463,Partial
16196,5,3,1,2,215000,Normal
5250,5,4,0,0,122000,Normal
11643,5,6,0,4,200000,Normal
9247,6,4,1,2,171000,Normal
6000,9,2,0,2,134900,Normal
14720,5,4,1,3,410000,Normal
10316,5,3,1,3,235000,Normal
10192,6,4,1,2,170000,Normal
9477,5,3,0,1,110000,Normal
12537,6,3,1,2,149900,Normal
2117,5,3,0,2,177500,Normal
16737,5,3,1,3,315000,Normal
9842,6,4,0,2,189000,Normal
16158,5,3,1,2,260000,Normal
12513,4,4,1,1,104900,Normal
8499,5,3,1,2,156932,Partial
3180,5,2,0,2,144152,Abnorml
7500,5,3,0,2,216000,Normal
9179,5,3,0,2,193000,Abnorml
2665,6,4,1,1,127000,Normal
4435,5,1,0,2,144000,Normal
10635,5,3,1,2,232000,Normal
5400,6,2,0,1,105000,Normal
9600,6,3,1,1,165500,Normal
9750,6,3,1,2,274300,Normal
11400,5,2,2,3,466500,Normal
10625,5,3,1,3,250000,Normal
10991,5,3,1,3,239000,Partial
6292,5,2,0,1,91000,Normal
10998,5,3,0,2,117000,Normal
1953,5,2,0,1,83000,Normal
9735,5,3,0,2,167500,Normal
8212,3,2,0,1,58500,Normal
12925,7,4,2,2,237500,Normal
7200,7,4,0,2,157000,Normal
25339,7,3,0,2,112000,Normal
9060,5,2,0,1,105000,Normal
5436,8,3,0,1,125500,Normal
16692,5,5,2,2,250000,Normal
8520,7,5,1,1,136000,Family
14892,5,3,2,3,377500,Normal
6000,6,3,1,2,131000,Normal
9100,5,3,0,2,235000,Normal
8944,5,4,0,3,124000,Normal
7838,5,3,1,1,123000,Normal
10800,7,3,1,2,163000,Normal
4045,5,2,1,3,246578,Partial
12665,5,4,1,3,281213,Normal
57200,5,3,2,2,160000,Normal
6120,8,4,0,1,137500,Normal
7200,4,3,0,1,138000,Normal
6171,6,3,1,1,137450,Normal
6000,7,3,1,1,120000,Normal
7415,5,3,1,2,193000,Normal
6762,5,2,1,2,193879,Partial
15256,5,3,0,3,282922,Normal
10410,4,3,0,3,105000,Family
3842,5,2,1,2,275000,Normal
8445,7,2,0,2,133000,Normal
8780,5,3,0,0,112000,Normal
7740,7,3,0,2,125500,Normal
20544,6,3,1,2,215000,Normal
12420,5,3,0,2,230000,Normal
9600,8,3,0,1,140000,Normal
7200,5,2,0,2,90000,Normal
10994,5,2,1,2,257000,Abnorml
13053,7,4,1,2,207000,Normal
3635,5,1,1,3,175900,Normal
11340,6,4,0,2,122500,Normal
16545,5,3,1,3,340000,Normal
9204,5,3,0,1,124000,Normal
16381,5,3,1,2,223000,Normal
11700,6,3,1,2,179900,Normal
4043,5,2,1,2,127500,Normal
4435,5,1,0,2,136500,Normal
19690,7,4,1,2,274970,Alloca
9503,5,2,1,1,144000,Normal
10721,6,3,0,2,142000,Normal
10944,5,3,2,2,271000,Normal
10930,6,3,1,1,140000,Normal
7200,7,2,2,1,119000,Abnorml
12546,7,3,1,2,182900,Normal
21930,5,4,1,2,192140,Normal
4928,6,2,0,2,143750,Normal
10800,6,4,0,1,64500,Normal
10261,5,3,1,2,186500,Normal
17400,5,3,1,2,160000,Normal
8400,9,3,1,2,174000,Abnorml
9000,6,3,0,2,120500,Normal
12444,5,2,1,3,394617,Partial
7407,7,2,0,2,149700,Normal
11584,6,3,1,2,197000,Normal
11526,7,3,1,2,191000,Normal
4426,5,1,1,2,149300,Normal
11003,5,3,1,3,310000,Normal
8854,6,2,1,1,121000,Normal
8500,5,3,0,2,179600,Normal
8400,5,3,0,1,129000,Normal
26142,7,3,0,1,157900,Normal
10000,5,3,1,2,240000,Normal
11767,7,2,0,1,112000,Normal
1533,7,1,0,0,92000,Abnorml
9000,5,4,0,0,136000,Normal
9262,5,3,1,3,287090,Partial
3675,5,2,0,2,145000,Normal
17217,5,3,0,0,84500,Abnorml
7500,5,2,0,2,185000,Normal
7917,5,3,1,2,175000,Normal
13175,6,3,2,2,210000,Normal
9042,9,4,2,1,266500,Normal
9717,6,2,0,1,142125,Normal
9937,6,3,0,1,147500,Normal
